Department,CourseName,Course,Program,CourseCode,Offerings that are sustainable,CourseDescription,Focused or Inclusive,Cross Listed
Journalism and Communication,Media Ethics And Law,JOUR 122,JOUR,122,All offerings,"First Amendment theory and history; ethical and legal issues involving libel, privacy, obscenity, newsgathering, access, and fair trials; national and international concerns over censorship, prior restraint and manipulation and control of information.",Sustainability-inclusive,
Journalism and Communication,"Reporting the Crises: Identity, Journalism and Power",JOUR 333,JOUR,333,All offerings,"This seminar helps students understand the role of journalists, media-makers and citizens at the intersection of identity and inequality in times of crisis. It covers issues of race, class and gender with a specific emphasis on anti-Black racism, showing how media can be consciously or unwittingly used to further discrimination and support ongoing structures and patterns of harm. Ultimately students will explore how new media platforms, organizations and workers might undertake more equitable practices for a more equal media future. Cross-listed with AAS 333",Sustainability-inclusive,AAS 333
Interdepartmental Arts,Antisemitism Past and Present,JST 070,JST,070,All offerings,"As a ubiquitously present minority in western Christian societies over time, Jews have served as a foil for western identities in ways that continue to resonate in the modern and contemporary contexts. This course will consider the role that anti-Judaism and antisemitism have played in western culture from the ancient period to the present day.",Sustainability-inclusive,REL 070
Interdepartmental Arts,The Israeli-Palestinian Conflict,JST 086,JST,086,All offerings,"Origins of the Zionist movement and of Palestinian national identity. Evolution of the conflict before, during, and after the Israeli War of Independence/Palestinian Nakhba (Catastrophe). 1967 and subsequent occupations. Camp David, Oslo, and subsequent peace negotiations. The 2006 Fatah/Hamas split and state of Palestinian and Israeli politics and policy. Role of the Arab states and of global powers such as the United States.",Sustainability-inclusive,IR 086
Interdepartmental Arts,"Judaism, Medicine, & Bioethics",JST 151,JST,151,All offerings,"This class traces the relationship between Jews and medicine from 1100 to 2020. How does Jewish religion and culture cultivate an affinity for the healing arts? How does Jewish law, ethics, and culture inform contemporary bioethics?",Sustainability-inclusive,"HMS 151, PHIL 151, REL 151"
Interdepartmental Arts,American Judaism,JST 152,JST,152,All offerings,"Diverse cultural and social forms through which American Jews express their distinct identity. Is American Jewry an example of assimilation and decline or creative transformation? What, if anything, do American Jews share in common? Compatibility of Judaism with individualism, pluralism, and voluntarism. How have the Holocaust and the State of Israel shaped the self-understanding of American Jewry?",Sustainability-inclusive,REL 152
Interdepartmental Arts,The True Road to El Dorado: Colonial Latin America,LAS 049,LAS,049,All offerings,"Examines the initial encounters of peoples of Iberian and African origins with the indigenous civilizations of the Western Hemisphere. Explores the development of a colonial economy and its global reach. Focuses on the birth of a distinctive Latin American society and culture, with attention to the Latin American patriots who fought for their freedom. No prior knowledge of Latin American history required.",Sustainability-inclusive,"GS 049, HIST 049"
Interdepartmental Arts,Modern Latin America,LAS 050,LAS,050,All offerings,"Examines the 200-year-long struggle of Latin American peoples to gain political representation, economic equality, and social justice. Explores key historical events in Latin America from the movement for independence in the early nineteenth century to today's modern societies. Topics include the wars of independence, the rule of caudillos, foreign military interventions, export economies, populism, social revolutions, the Cold War era, state terror and military dictatorships, and the war on drugs.",Sustainability-inclusive,"GS 050, HIST 050"
Material Science & Engineering,"Silicon, Steel, or Styrofoam? Designing with Materials",MAT 028,MAT,028,All offerings,A systematic methodology for selecting materials and fabrication processes in engineering design; case studies in which this methodology is used; overview of engineering materials and their properties; development of material performance indices; materials for environmentally conscious and sustainable design; industrial design considerations; design-directed development of new materials. No previous engineering experience required.,Sustainability-inclusive,
Material Science & Engineering,Materials & Processes,MAT 033,MAT,033,"Pimputkar, Siddha ","Application of physical and chemical principles to understanding, selection, and fabrication of engineering materials. Materials considered include metals, polymers, ceramics, composites, and electronic materials. Case studies of materials used range from transportation systems to microelectronic devices. Participated in the Integrating Sustainability into the Curriculum Workshop. ",Sustainability-inclusive,
Business,Societal Shifts I,MBA 442,MBA,442,All offerings,"This course will introduce eight societal shifts and the societal divides that each may lead to. The course explores the linkage between the Societal Shifts and the UN Sustainable Development Goals (SDGs), and focuses on three Societal Shifts in particular, Climate Change, Changing Demographics, and Rapid Urbanization, leading to a focus on Sustainable Cities (SDG 11) and Climate Action (SDG 13), and how society needs to think about sustainable growth in the coming decades.",Sustainability-focused,
Mechanical Engr & Mechanics,Graphics For Engineering Design,ME 010,ME,010,"Chew, Mason ","Graphical description of mechanical engineering design for visualization and communication by freehand sketching, production drawings, and 3D solid geometric representations. Introduction to creation, storage, and manipulation of such graphical descriptions through an integrated design project using state-of-the art, commercially available computer-aided engineering software. Lectures and laboratory. (ES 1), (ED 2). Participated in the Integrating Sustainability into the Curriculum Workshop. ",Sustainability-inclusive,
Mechanical Engr & Mechanics,Renewable Energy,ME 364,ME,364,All offerings,"Fundamentals and design aspects of Renewable Energy (RE) technologies; biofuels, hydropower, solar photovoltaic, solar thermal, wind, geothermal energies. Details and difficulties in implementing RE. Senior standing in Engineering.",Sustainability-focused,
Mechanical Engr & Mechanics,Power Generation Technologies,ME 366,ME,366,All offerings,"The energy matrix is changing due to economic, environmental, and political pressure, requiring a transition to become more efficient, carbon-neutral, resilient, and competitive. This course looks at the design and performance of conventional (coal and natural gas) power generation systems, including thermal cycles, power plant efficiency, technologies for environmental compliance, carbon capture and sequestration, plant flexibilization and energy storage, and advanced plant data analytics. Must have junior standing in engineering or physical science.",Sustainability-inclusive,
Mechanical Engr & Mechanics,Energy: Issues & Technology,ME 376,ME,376,All offerings,"Energy usage and supply, fossil fuel technologies, renewable energy alternatives and environmental impacts. The scope will be broad to give some perspective of the problems, but in-depth technical analysis of many aspects will also be developed.",Sustainability-inclusive,CHE 376
Mechanical Engr & Mechanics,Renewable Energy,ME 464,ME,464,All offerings,"Fundamentals and design aspects of Renewable Energy (RE) technologies; bio-fuels, hydropower, solar photovoltaic, solar thermal, wind, geothermal energies. Details and difficulties in implementing RE. ME 464 is graduate level version of ME 364 and will require additional assignments and/or projects appropriate for graduate level study.",Sustainability-focused,
Mechanical Engr & Mechanics,Advanced Energy Efficiency Practicum,ME 468,ME,468,All offerings,Critical assessments of energy management systems. Establishment of framework for industrial facilities to manage energy systems. Fundamentals of best practices for energy efficiencies associated with industrial energy savings. Progress and final reports required. Engineering graduate students only. Consent of instructor required.,Sustainability-inclusive,
Management,Managing Diversity and Inclusion in the Workplace,MGT 363,MGT,363,All offerings,"This 3-credit course focuses on the complex dynamics that emerge in diverse groups and environments, explains how diversity and inclusion affect individual and organizational performance, relates diversity and inclusion to career development and success and to the management of human resources. This course also aims to develop skills and competencies for effectively managing diversity and its effects in the workplace. Diversity and Inclusion in the Workplace will be taught with a combination of lectures, self-assessments, class discussions, group exercises, self-reflections.",Sustainability-inclusive,
Management,Societal Shifts,MGT 374,MGT,374,All offerings,"This course is designed to enable students to look at major societal-level forces and understand how they will impact society, and business, over the coming decades and what managers, can do to prepare the organization to thrive amidst the disruptive change that these forces will bring. This sequence will provide students with critical thinking skills to evaluate the current environment, predict how that environment is likely to shift in fundamental ways in the future, and help build adaptive resilient organizations.",Sustainability-inclusive,
Marketing,Services Marketing and Innovation,MKT 366,MKT,366,"Dong, Beibei ","While manufacturing giants all consider themselves service-related companies, services are moving to the forefront of industry value proposition offerings. This course focuses on issues related to service design and marketing on a broad basis, and its implication to retailing in particular. The course enables students to gain an understanding of the special challenges evident in marketing services and to acquire a unique set of knowledge and skills beyond the traditional strategies designed for product goods. Illustrative topics include fundamental differences.",Sustainability-inclusive,ENTP 366
Modern Language and Literature,Freshman Seminar in Modern Languages & Literature,MLL 090,MLL,090,Specific offerings,"Moves to control what the public knows have a long history in most cultures. Bans of individual works serve to extend political control, maintain public “decorum,” protect community values and economic influence, and enforce traditional divisions in society. Censorship keeps books, poems, films, art, performances, even individual phrases and words out of general circulation around the globe. But is censorship necessary? What about our freedom of expression? How do we draw the line between individual rights and the common good? In this course we will look at theories behind censorship and explore twentieth- and twenty-first-century works of cinema, literature, visual art, and music banned around the globe to understand what motivates both the censors and the ingenious dissenters who find and share such “dangerous” material.",Sustainability-inclusive,
Modern Language and Literature,Freshman Seminar in Modern Languages & Literature,MLL 090,MLL,090,Specific offerings,"Navigate the world of work by reading great stories from a variety of narrative traditions to examine best (and worst) practices of work around the globe and to confront the ethical dilemmas of the contemporary workplace, including issues arising from the global pandemic. As we read and discuss narratives from Asia, Europe, Latin America, Africa, and the United States, we’ll examine cultural attitudes toward work and its varieties over time and around the world, while developing our own global expertise. Assignments will include exercises in critical thinking, creativity, teamwork, and analytical research. Over the course of the semester, students will work toward increased cross-cultural awareness, global commitment, and growing expertise needed to thrive in today’s workplace. Assistance from Lehigh’s Office of Career and Professional Development will help students conceptualize the move from theory to practice in the world of work.",Sustainability-inclusive,
Modern Language and Literature,Special Topics in Modern Languages & Literature,MLL 091,MLL,091,Specific offerings,"Within the past fifteen to twenty years, popular interest in witchcraft and the occult have become increasingly fashionable, so much so that the expression “feeling witchy” has entered our vocabulary as a means of self-empowerment. Centuries ago, this avid interest in witchcraft would have been unthinkable. Who were the ancestors of modern-day witches, or those who embrace the feminist associations with witchcraft and the occult? Was witchcraft real or was it merely a delusion? What were male witches like and how did they effect the community? This course conceptualizes Western European witchcraft within both a popular and historical framework by retracing its history from the earliest trial records of the early Renaissance to its reclamation as a form of feminine empowerment in the early 20th century. To underscore the popular interest in witchcraft, we will watch three movies and excerpts of one TV show that offer various depictions of the 20th century witch and how she/he has evolved over the centuries. Our intersectional approach to the history of witchcraft will be informed by critical approaches to gender, sexuality, and race.",Sustainability-inclusive,
Modern Language and Literature,World Stories: Fictional Expressions of Globalization,MLL 128,MLL,128,All offerings,An introduction to fiction as it reflects and discusses major issues related to globalization. The readings will include a selection of fiction from a diversity of world regions and will introduce the students to a theoretical reflection on the role of literary writing in a globalizing world. Students will be able to gain appreciation for the written fictional text as it takes on a diversity of issues related to globalization in a variety of world regions and cultural perspectives.,Sustainability-inclusive,GS 128
Philosophy,"Race, Racism, and Philosophy",PHIL 117,PHIL,117,All offerings,"An introduction to the philosophy born of struggle against racism and white supremacy. We will read the work of philosophers, mostly European, who quietly made modern racism possible by inventing the category of race, but we will concentrate on the work of philosophers, mostly of African descent, who for 200 years have struggled to force a philosophical critique of the category of race and the practice of white supremacy. Cross-listed with AAS 117",Sustainability-inclusive,AAS 117
Philosophy,"Judaism, Medicine, & Bioethics",PHIL 151,PHIL,151,All offerings,"This class traces the relationship between Jews and medicine from 1100 to 2020. How does Jewish religion and culture cultivate an affinity for the healing arts? How does Jewish law, ethics, and culture inform contemporary bioethics?",Sustainability-inclusive,"HMS 151, JST 151, REL 151"
Philosophy,Contemporary Philosophy Seminar,PHIL 239,PHIL,239,All offerings,"We are witnessing a rise of fascist movements around the globe, including in the United State. This has brought with it political and physical conflicts, as well as a conflict over thee meaning of ""fascist"" and ""antifascist"". This course engages philosophical works about fascism and antifascism and introduces students to competing theories of political and epistemic authority, political violence, race, gender, leadership, representation, and political subjectivity. Throughout the course, we apply what we learn to current events in both classroom discussion and written assignments.",Sustainability-inclusive,
Physics,Freshman Seminar in Physics,PHY 090,PHY,090,Specific offerings,"In 1986, a meltdown at the Chernobyl nuclear power plant in the Soviet Union (now Ukraine) resulted in the emission of a large amount of radioactive material and significant contamination of the environment. Through analysis of the HBO limited series ""Chernobyl"" and other media, this course will explore the complex question of whether the benefits of nuclear energy outweigh its risks. Students will learn about the basic principles underlying nuclear power, the human and environmental effects of nuclear power, the impacts of climate change, and the potential for cleaner and safer forms of nuclear power, as well as how the current war in Ukraine has impacted Chernobyl and its surrounding area.",Sustainability-inclusive,
Political Science,Freshman Seminar in Political Science,POLS 090,POLS,090,Specific offerings,"​Big data and artificial intelligence play increasingly central roles in the activities of governments and the private sector, with important implications for our political, economic, and social lives. In this class, we explore how the emergence of data-driven decision-making is reshaping the landscape of democratic politics, raising important questions about equity, inclusion, accountability and privacy. We pay particular attention to how new methods of data analysis are shaping the exercise of political power, while also inspiring innovative forms of public engagement and citizenship. The course will introduce you to Political Science approaches that can support you in identifying, analyzing, and engaging critically with a range of social questions raised by the emerging “datafied” world, such as: what values and assumptions are encoded in data sets, and how do these shape the kinds of questions we ask with data, as well as the answers that we get? Who collects, controls, and owns data, and why does it matter? If algorithms are not “neutral,” then whose interests do they serve? What does it mean to hold government accountable when algorithms increasingly influence policy choices in areas such as policing and security, health care, and urban development?",Sustainability-inclusive,
Political Science,Freshman Seminar in Political Science,POLS 090,POLS,090,Specific offerings,"Students in the course will examine the established science and potential impacts of climate change and investigate the range of possible responses that U.S. citizens can adopt through their political, social, institutional, and economic efforts. Special attention will be paid to the possibility of ""win-win"" initiatives, the impacts of the many decision-making entities in the United States (including institutions of higher education), and the economic and political obstacles to a viable transition to a stable climate future.",Sustainability-inclusive,
Political Science,Freshman Seminar in Political Science,POLS 090,POLS,090,Specific offerings,"This course will be taught in the Socratic Method which means students will be called on at random to answer questions and follow-up questions. We will begin by critically examining the “founding” dreams of what the USA might become by reading the ideas of Thomas Jefferson, James Madison, and Alexander Hamilton. Next, we will briefly look at what the USA was becoming just a few generations after the founding by reading Alexis de Tocqueville. Lastly we will think about what the USA has become, and might yet become, through several works of contemporary fiction. We finish the course asking the fundamental American question: Can contemporary Americans enjoy the rights to “life, liberty, and the pursuit of happiness”? Or, is it time for another revolution within the U.S. political system. (SS) This course will fulfill a Political Theory and Comparative Politics category.",Sustainability-inclusive,
Political Science,Water in the 21st Century West - Lehigh Launch,POLS 096,POLS,096,Specific offerings,"What factors shape people's political identities? What makes a state lean red, blue, or purple? This course explored the factors that shape people's political identities, and how the Inter-Mountain West is similar to, and different from, other sections of the United States. Particular focus is on Wyoming, Colorado, and New Mexico. For Lehigh Launch-Semester in the American West students only.",Sustainability-inclusive,
Political Science,Water in the 21st Century West - Lehigh Launch,POLS 097,POLS,097,Specific offerings,"The population of the Inter-Mountain west is growing rapidly, stretching resources and creating policy challenges for those who govern. This course looks at contemporary public policy challenges in the Inter-Mountain west, with a particular focus on issues surrounding energy, food, land, and water. For Lehigh Launch-semester in the American West students only.",Sustainability-inclusive,
Political Science,US Environmental Policy & Law,POLS 105,POLS,105,All offerings,"Analysis of the framework that has been established to protect the environment and promote sustainable growth. Focus on the roles of the different branches of the U.S. government and the relative responsibilities of state and local governments within this framework. Consideration of the political nature of environmental issues and the social forces influencing environmental protection in different areas of domestic environmental policy, such as climate change, toxic waste disposal, and natural resources conservation.",Sustainability-focused,"ES 105, EVST 105"
Political Science,US Environmental Policy & Law,POLS 105,POLS,105,All offerings,"Analysis of the framework that has been established to protect the environment and promote sustainable growth. Focus on the roles of the different branches of the U.S. government and the relative responsibilities of state and local governments within this framework. Consideration of the political nature of environmental issues and the social forces influencing environmental protection in different areas of domestic environmental policy, such as climate change, toxic waste disposal, and natural resources conservation. Cross-listed with ES 105, EVST 105",Sustainability-focused,"ES 105, EVST 105"
Political Science,Environmental Values and Ethics,POLS 106,POLS,106,All offerings,"An introduction to the ethical perspectives and values that shape human relationships to the natural environment in contemporary society. What are the moral implications of these relationships for justice and human collective action? Given these implications, what policy responses to environmental problems are morally or politically justifiable? In answering these questions, the course explores ethical ideas developed in different schools of environmental thought, such as deep ecology and ecofeminism, in addition to ideas that emerge from social movements, such as Cross-listed with EVST 106",Sustainability-focused,EVST 106
Political Science,Politics of The Environment,POLS 107,POLS,107,All offerings,"A survey of the major environmental, resource, energy and population problems of modern society, focusing on the United States. The politics of man’s relationship with nature, the political problems of ecological scarcity and public goods, and the response of the American political system to environmental issues.",Sustainability-focused,EVST 108
Political Science,The Politics of The Environment,POLS 107,POLS,107,All offerings,"A survey of the major environmental, resource, energy and population problems of modern society, focusing on the United States. The politics of man’s relationship with nature, the political problems of ecological scarcity and public goods, and the response of the American political system to environmental issues. Cross-listed with EVST 107",Sustainability-focused,EVST 107
Political Science,Environmental Planning for Healthy Cities,POLS 110,POLS,110,All offerings,"An introduction to the topic of environmental planning, the course will review the roles of citizens, other stakeholders, political interests, and local governments in determining the use of land; unpack the meaning of ""sustainability;"" and grapple with the challenge of balancing communities' demand for development with the need to protect valuable natural resources. Students will be introduced to examples of successful and unsuccessful instances of environmental planning both at home and abroad. Cross-listed with ES 110, EVST 110, HMS 110",Sustainability-focused,"ES 110, EVST 110, HMS 110"
Political Science,The Politics Ending Global Poverty,POLS 127,POLS,127,All offerings,Theories of poverty reduction meet the messy realities of social life around the world. Students in the course will understand why poverty persists and what kinds of solutions to it may be effective. Cross-listed with GS 127,Sustainability-focused,GS 127
Political Science,Coming to America: History of Immigration,POLS 196,POLS,196,Specific offerings,"This course addresses the policies and practices of immigration in the United States, examining the history of the admission of different immigrant groups and the contemporary landscape among immigrants.",Sustainability-inclusive,
Political Science,South Asian Politics,POLS 201,POLS,201,All offerings,"Examines the politics of countries in South Asia (India, Pakistan, Bangladesh, Sri Lanka, Nepal, Bhutan, and the Maldives). Some of the key themes are 1) the lasting legacy of colonialism, 2) ways in which ethnic and religious diversity is managed, 3) distinctiveness of political institutions like parliament and constitutions in South Asia, and 4) how politics, economics, and culture relate to one another. The focus of the course changes each year in order to reflect current developments and student interest.",Sustainability-inclusive,"ASIA 201, GS 201"
Political Science,Social Movements From the 1960s to Present,POLS 230,POLS,230,All offerings,"The lessons of U.S. social and political movements from the 1960s and the post-2000 era. Students examine social movements through the lens of intersectionality, with a focus on civil rights, anti-war activism, women’s rights, global justice, and ecology movements, to assess their connection to democracy and citizens’ lives.",Sustainability-inclusive,AAS 230
Political Science,Social Movements From the 1960s to Present,POLS 230,POLS,230,All offerings,"The lessons of U.S. social and political movements from the 1960s and the post-2000 era. Students examine social movements through the lens of intersectionality, with a focus on civil rights, anti-war activism, women’s rights, global justice, and ecology movements, to assess their connection to democracy and citizens’ lives.",Sustainability-inclusive,AAS 230
Political Science,"Race and Politics in Brazil, South Africa, and the U.S.",POLS 295,POLS,295,Specific offerings,"This course examines historical and contemporary race relations in Brazil, South Africa, and the United States, comparing the roots of structural racism and the ongoing challenges that people of color experience in the three countries.
This course falls under the Political Theory and Comparative Politics category. Course is an approved elective for major and minor programs in AAS. Cross-listed with AAS 295",Sustainability-inclusive,AAS 295
Political Science,Rightwing Extremism in U.S. Politics,POLS 296,POLS,296,Specific offerings,"Interrogates the history of rightwing extremism in the U.S., in relation to the media, parties, political institutions, and social movements. Reviews the history of rightwing extremism pertaining to Jim Crow segregation, the KKK, white supremacy, and McCarthyism. Continues with an emphasis on contemporary extremism, including Christian fundamentalism, white nationalism, domestic terrorism, the militia movement, neofascism, Trumpism, the Tea Party, and the January 6 insurrection.
This course falls under the American Politics, Public Law and Public Policy category. Course is an approved elective for Political Science undergraduate majors.",Sustainability-inclusive,
Political Science,Residential Segregation,POLS 305,POLS,305,All offerings,"This course is an introductory planning course, with an emphasis on housing and community development policy. It will examine historical and contemporary aspects of urban politics; the economic, demographic, and spatial evolution of American cities; and various urban problems, such as the spatial mismatch between people and jobs, housing quality and affordability, and residential segregation. Finally, the course will review how planners have addressed conditions in cities and regions over time.",Sustainability-inclusive,"AAS 305, EVST 305"
Political Science,Residential Segregation,POLS 305,POLS,305,All offerings,"This course is an introductory planning course, with an emphasis on housing and community development policy. It will examine historical and contemporary aspects of urban politics; the economic, demographic, and spatial evolution of American cities; and various urban problems, such as the spatial mismatch between people and jobs, housing quality and affordability, and residential segregation. Finally, the course will review how planners have addressed conditions in cities and regions over time. Cross-listed with AAS 305, EVST 305",Sustainability-inclusive,"AAS 305, EVST 305"
Political Science,Public Policy Process,POLS 306,POLS,306,All offerings,"Power relations and their impacts on selected public policy issues, specifically taxation, housing, environment, poverty, energy, the military, and health.",Sustainability-inclusive,
Political Science,The Politics Mental Health Policy,POLS 307,POLS,307,All offerings,"What is normal behavior, and how do we come to understand mental illness? How do the resulting policies, to address mental health, impact society? This course is designed to facilitate thoughtful discourse on the various ways in which society regulates access to opportunities, facilitates integration or alienation, and constructs the social world. Cross-listed with HMS 307",Sustainability-inclusive,HMS 307
Political Science,Urban Environmental Policy Workshop,POLS 312,POLS,312,All offerings,"An urban environmental planning and policy course in which students explore an issue affecting the local community, evaluate current policy responses and possible alternatives, and present recommendations to public officials, local organizations, and community members. Student research and analysis will draw on primary and secondary data, as well as feedback from conducting individual interviews, focus groups, and community meetings. Prior projects include determining how Bethlehem's new City Revitalization improvement Zone (CRIZ) might best benefit the South Side of Bethlehem, PA.",Sustainability-inclusive,EVST 312
Political Science,Urban Environmental Policy Workshop,POLS 312,POLS,312,All offerings,"An urban environmental planning and policy course in which students explore an issue affecting the local community, evaluate current policy responses and possible alternatives, and present recommendations to public officials, local organizations, and community members. Student research and analysis will draw on primary and secondary data, as well as feedback from conducting individual interviews, focus groups, and community meetings. Prior projects include determining how Bethlehem's new City Revitalization improvement Zone (CRIZ) might best benefit the Southside of Bethlehem, PA.",Sustainability-inclusive,
Political Science,Politics Of The European Union,POLS 323,POLS,323,All offerings,"The EU has experienced unprecedented challenges to its stability and legitimacy in recent years, with calls to enhance its democratic qualities and its potential for social, economic and environmental justice. This course covers the history, institutions, and policy-making processes of the European Union, with special attention to how the EU responds to and is shaped by policy crises. Recent topics have included immigration, the euro crisis, Brexit, EU trade policy, and the rise of populism in EU countries.",Sustainability-inclusive,
Political Science,US Politics & The Environment,POLS 328,POLS,328,All offerings,An examination of contemporary American politics and policy dealing with environmental issues. Current controversies in the legislative and regulatory areas will be covered to examine environmental issues and the political process. Significant portions of the course readings will be taken from government publications.,Sustainability-focused,EVST 328
Political Science,Greed: Social Policy for Profit,POLS 349,POLS,349,All offerings,"This course examines criminal justice, housing, health, education, and welfare policies across US states through the lenses of class, race, gender, and sexuality. Students will learn how social regulations structure opportunities and assess the implications of those opportunity strucures.",Sustainability-inclusive,
Political Science,Civil Rights and Civil Liberties,POLS 352,POLS,352,All offerings,"A continuation of themes, issues, and debates of the previous semester (POLS 351). This course addresses the major cases and controversies within several legal domains, including the freedoms of and from religion; freedom of speech; freedom of association; freedom of the press; the right to bear arms; the rights of criminal defendants and suspects; the right to privacy; capital punishment; and, the equal protection of the law.",Sustainability-inclusive,
Political Science,U.S. Health Care Politics,POLS 354,POLS,354,All offerings,"Health care programs, policies, and their impact on American society. Topics include approaches to health care; public sector plans (Medicare and Medicaid); managed care; the employer-sponsored system; medically uninsured; vested interests and lobbyists; movements for national health care; and options for change.",Sustainability-inclusive,HMS 354
Political Science,Women's Movement in China,POLS 369,POLS,369,All offerings,"We will examine the state-sponsored, state-directed mass movement for the liberation of Chinese women. Beginning with Confucian notions of mother/daughterhood, to imperial system, to the role of women in the founding and establishment of the Communist Party of China, to the participation of women and girls in the Great Proletarian Cultural Revolution. Gender equality issues have been a central focus of the Party. The class will look at post-reform era women's status and ask, “did the Party liberate women?”",Sustainability-inclusive,
Political Science,The End of Policing? Politics of Social Control,POLS 398,POLS,398,Specific offerings,"Explosions of protest in response to acts of violence perpetrated by police highlight long standing patterns of bias and have led some to argue for reforms or even the end policing all together; while others demand more social control. Emerging technologies add another layer of complexity to the debates regarding the state of civil affairs. The policy decisions made in response to conflicting citizen demands color the nature of justice. In this course, we explore the various perspectives on policing, examine the evidence regarding the efficacy of policing, and critically reflect on the patterns and practices that either enhance or undermine democracy. This course focuses on policy design and feedback and is not a course on police procedure or policing tactics. The primary objective of the course is to learn to think critically about public safety and evaluate policies based on their value to democracy.",Sustainability-inclusive,HMS 398
Political Science,Residential Segregation,POLS 405,POLS,405,All offerings,"This course is an introductory planning course, with an emphasis on housing and community development policy. It will examine historical and contemporary aspects of urban politics; the economic, demographic, and spatial evolution of American cities; and various urban problems, such as the spatial mismatch between people and jobs, housing quality and affordability, and residential segregation. Finally, the course will review how planners have addressed conditions in cities and regions over time.",Sustainability-inclusive,
Political Science,Residential Segregation,POLS 405,POLS,405,All offerings,"This course is an introductory planning course, with an emphasis on housing and community development policy. It will examine historical and contemporary aspects of urban politics; the economic, demographic, and spatial evolution of American cities; and various urban problems, such as the spatial mismatch between people and jobs, housing quality and affordability, and residential segregation. Finally, the course will review how planners have addressed conditions in cities and regions over time.",Sustainability-inclusive,ES 405
Political Science,Public Policy Process,POLS 406,POLS,406,All offerings,"Power relations and their impacts on selected public policy issues, specifically taxation, housing, environment, poverty, energy, the military, and health.",Sustainability-inclusive,
Political Science,The Politics of Mental Health Policy,POLS 407,POLS,407,All offerings,"What is normal behavior, and how do we come to understand mental illness? How do the resulting policies, to address mental health, impact society? This course is designed to facilitate thoughtful discourse on the various ways in which society regulates access to opportunities, facilitates integration or alienation, and constructs the social world.",Sustainability-inclusive,
Political Science,Urban Environmental Policy Workshop,POLS 412,POLS,412,All offerings,"An urban environmental planning and policy course in which students explore an issue affecting the local community, evaluate current policy responses and possible alternatives, and present recommendations to public officials, local organizations, and community members. Student research and analysis will draw on primary and secondary data, as well as feedback from conducting individual interviews, focus groups, and community meetings. Prior projects include determining how Bethlehem's new City Revitalization improvement Zone (CRIZ) might best benefit the South Side of Bethlehem, PA.",Sustainability-inclusive,EVST 412
Political Science,Politics Of The European Union,POLS 423,POLS,423,All offerings,"The institutions and policy-making processes of the EU. Topics include the creation of the single market and the euro, environmental and agricultural policy, regional development and the policy challenges of eastward enlargement.",Sustainability-inclusive,
Political Science,Civil Rights and Civil Liberties,POLS 452,POLS,452,All offerings,"A continuation of themes, issues, and debates of the previous semester (Constitutional Law and Politics). This course addresses the major cases and controversies within several legal domains, including the freedoms of and from religion; freedom of speech; freedom of association; freedom of the press; the right to bear arms; the rights of criminal defendants and suspects; the right to privacy; capital punishment; and, the equal protection of the law.",Sustainability-inclusive,
Political Science,Environmental Justice: From Theory to Practice,POLS 455,POLS,455,All offerings,"This course explores the various ways in which environmental law and policy can have discriminatory effects. It examines the rise and evolution of environmental justice movement, and the impact of environmental justice claims on administrative rule making at state and federal level. Reviewing the history of case law concerning environmental justice suits filed under the 1964 Civil Rights Act, it also examines the future of environmental justice in environmental law and policy. Cross-listed with EVST 455",Sustainability-focused,EVST 455
Political Science,Advanced Environmental Policy,POLS 466,POLS,466,All offerings,"An introduction to the history of domestic environmental policy and contemporary policy trends, such as the rise of legal adversarialism and public participation in regulatory decisions. The role of market instruments in policy implementation, the emergence of rights-based approaches to environmental protection, and the role and value of distributional analysis will also be covered. Students will develop knowledge of a particular area of environmental policy at the federal, state, and/or level depending on their interests and current opportunities.",Sustainability-inclusive,"ES 466, EVST 466"
Political Science,The Women's Movement in China,POLS 469,POLS,469,All offerings,"We will examine the state-sponsored, state-directed mass movement for the liberation of Chinese women. Beginning with Confucian notions of mother/daughterhood, to imperial system, to the role of women in the founding and establishment of the Communist Party of China, to the participation of women and girls in the Great Proletarian Cultural Revolution. Gender equality issues have been a central focus of the Party. The class will look at post-reform era women's status and ask, “did the Party liberate women?”",Sustainability-inclusive,
Political Science,The End of Policing? Politics of Social Control,POLS 498,POLS,498,Specific offerings,"Explosions of protest in response to acts of violence perpetrated by police highlight long standing patterns of bias and have led some to argue for reforms or even the end policing all together; while others demand more social control. Emerging technologies add another layer of complexity to the debates regarding the state of civil affairs. The policy decisions made in response to conflicting citizen demands color the nature of justice. In this course, we explore the various perspectives on policing, examine the evidence regarding the efficacy of policing, and critically reflect on the patterns and practices that either enhance or undermine democracy. This course focuses on policy design and feedback and is not a course on police procedure or policing tactics. The primary objective of the course is to learn to think critically about public safety and evaluate policies based on their value to democracy.",Sustainability-inclusive,HMS 398
Community Population Health,Introduction to Population and Public Health,POPH 001,POPH,001,All offerings,"Despite significant advances in medicine and public health, inequities in health persist. Understanding health on a population level is an approach that seeks to improve the health of the whole population, unravel variations in health outcomes, and to identify effective strategies for reducing or eliminating inequities. The purpose of this course is to provide students with an understanding of: 1) how population and public health are defined and measured; and 2) the determinants of population health.",Sustainability-inclusive,
