Department,College,Credits,Course,Program,CourseCode,Crosslist,CourseName,CourseDescription,Attributes
Sociology,Arts & Sciences,4 Credits,SOC 106,SOC,106,"AAS 106, LAS 106",Race and Ethnicity in the Americas ,"How is it possible that someone who is officially considered black in the United States can embody different racial identities throughout current Latin America? Even more, how is it possible that people considered white nowadays were not officially so in early twentieth-century US (although they were viewed as white in the Latin American context at the same time period)? This course offers a historical comparative analysis of the nature and dynamics of race between the United States and Latin America.","CC, SS, SW, W"
Sociology,Arts & Sciences,4 Credits,SOC 109,SOC,109,,Calling Bullshit ,"We’re awash in an information society, but do you really know how to make sense of any of it? Learn more about what sociology can teach us about the promise and pitfalls of reasoning with facts. Topics include data analytics, metrics, logical fallacies, psychological fallacies, sociological fallacies, fake news, cultural pressures, and more. This course will give you the skills you need to be a better student, scientist, citizen, consumer, and human being.","CC, SS, SW"
Sociology,Arts & Sciences,4 Credits,SOC 114,SOC,114,ASIA 114,Social Issues in Contemporary China ,"Dramatic economic, cultural and social changes are underway in China today and have aroused much debate among social scientists, East and West. The following social issues are critical for understanding China's development trajectory: inequality and poverty; rapid demographic shifts; provision of health care services; provision of education services; and becoming an ""information society."" We will explore how these issues intersect with old hierarchies in China, urban-rural differences, and gender differences.","CC, SS, SW, W"
Sociology,Arts & Sciences,4 Credits,SOC 115,SOC,115,,A Nation of Immigrants: The American Experience ,"The course provides an introduction to contemporary immigration, conceptualizing it as a social and economic process, as well as a human experience that is simultaneously liberating and limiting. Through immigration we will analyze processes of assimilation and resistance, the construction of cultural boundaries, the development of modern nation-states, as well as the role race plays in current debates about immigrants. The course advances a critical perspective by questioning how immigration is framed in the West, particularly in the Unites States.","CC, SS, SW, W"
Sociology,Arts & Sciences,4 Credits,SOC 118,SOC,118,,Sociology of Culture ,"Introduction to the ways sociologists and other social scientists think about this thing called “culture,” and help students become educated observers and analysts of culture throughout their lives. Topics include: how our brains and bodies are shaped during enculturation and socialization; how art, music, fashion, and myths are produced and shape our lives; how culture diffuses and changes; and how taste, knowledge, and values relate to status, power, and inequity.","CC, SS, SW"
Sociology,Arts & Sciences,4 Credits,SOC 127,SOC,127,WGSS 127,Sociology of Sexuality ,"Students in this course view human sexuality through a sociological lens. This includes theory, research methods, and topics such as LGBTQ identities, family formation, sex work, teenage sexuality, sadomasochism, and sexual technologies. We pay particular attention to ways in which sexual behavior is regulated, as well as social constructions of “the normal.” Course material focuses on the United States, although students are encouraged to bring cross-national perspectives into papers and class discussions.","CC, SS, SW"
Sociology,Arts & Sciences,4 Credits,SOC 128,SOC,128,WGSS 128,"Race, Gender, and Work ","Race, Gender and Work is a class designed to help students understand racial and gender inequalities as they relate specifically to work and employment. We explore the origins and histories of inequalities, the ways in which inequalities persist and/or change today, and what steps might be taken toward creating a more equal society.","CC, SS, SW"
Sociology,Arts & Sciences,4 Credits,SOC 130,SOC,130,,Sociology of Sports ,"This course provides an encompassing explanation of the process of globalization in the twentieth century through exploring the diffusion of sports, inquiring whether the sports has been connected to multiple forms of Empires, i.e. colonialism and imperialism. To do so, we will use sports to explore social and racial tensions, analyze mechanism of resistance, re-conceptualize the boundaries of social, economic and political spheres, examine the adoption of cultural practices, as well as understanding the construction of modern nation-states.","CC, SS, SW, W"
Sociology,Arts & Sciences,4 Credits,SOC 138,SOC,138,,The Sociology of Reality TV ,"How does The Bachelor shed light on courtship rituals, and what can Dance Moms teach us about the social meaning of childhood? Reality television shows may seem like frivolous fun, but they are also illuminating cultural artifacts that reflect contemporary American tastes, norms, and values. In this course—by reading sociological work, paired with episodes of reality shows—students learn to analyze these forms of entertainment through a social scientific lens.","CC, SS, SW"
Sociology,Arts & Sciences,4 Credits,SOC 141,SOC,141,,Breaking the Rules: Social Deviance ,"What institutions exert control over human behavior, and what are the incentives for adhering to social norms? Why do some people break those rules? What are the consequences of rule breaking? In this course, after examining theoretical scholarship on deviant behavior, students apply those theories to real-world examples— for example, criminal activities and policing, drug use, sexuality, body modification, mental illness, and atypical behavior at school and work…Are you ready? Let’s get weird.","CC, SS, SW"
Sociology,Arts & Sciences,4 Credits,SOC 155,SOC,155,"AAS 155, LAS 155",Afro-Latino Social Movements in Latin America &amp; the Caribbean ,"This course focuses on Afro-Latinos who make up nearly 70% of the population of the Americas. Despite the large amount of people of African descent living in the Americas, Afro-Latinos are an understudied population who face significant amounts of racial discrimination in their countries. Who are Afro-Latinos? Where do they live? How are they challenging the racism that they face? These are questions we will tackle in this course.","CC, SS, SW"
Sociology,Arts & Sciences,4 Credits,SOC 160,SOC,160,HMS 160,Medicine and Society ,"Sociological perspectives on health, illness, and medical care. Focus on social epidemiology, social psychology of illness, socialization of health professionals, patient-professional relationships, medical care organization and policies.","CC, SS, SW"
Sociology,Arts & Sciences,4 Credits,SOC 162,SOC,162,"GS 162, HMS 162",HIV/AIDS and Society ,"Impact of the AIDS epidemic on individuals and on social institutions (medicine, religion, education, politics, etc.); social and health policy responses; international experience; effect of public attitudes and policy on people affected directly by AIDS.","CC, SS, SW"
Sociology,Arts & Sciences,4 Credits,SOC 163,SOC,163,AAS 163,Sociology of Hip Hop Culture ,"Hip Hop culture is a complex form of artistic practices reflecting and impacting the environments in which they were produced. Through readings, music and video, this class will uncover the origins of Hip Hop by examining the musical history of the Afro-diaspora in the 20th century. Further study will reveal how the young Bronx, NY underclass in the 1970s fused elements of past musical styles with their own personal and political expression that sparked a worldwide phenomenon and culture industry.","CC, SS, SW"
Sociology,Arts & Sciences,4 Credits,SOC 164,SOC,164,"AAS 164, WGSS 164",Sociology of Black Families ,"The objective of this course is to help students learn more about Black family experiences within the United States and globally. In approaching the course with an intersectional lens, students will learn about the varied experiences of Black families, and the ways in which these experiences are embedded in empowerment, disempowerment, and self-actualization. Students will leave the course understanding Black families at the intersection of fatherhood, motherhood, marriage, singlehood, childrearing, LGBTQ families, interracial families, transnational families, and aging.","CC, SS, SW"
Sociology,Arts & Sciences,4 Credits,SOC 166,SOC,166,,"Money, Power, Prestige: Social Stratification ","Who gets what and why? How does a person's social origin determine their social position later in life? Why do some groups maintain greater access to money and power than do others? Is wealth, influence, and prestige concentrated in a small group of 'power elite'? And when and why do the powerful fall? Course addresses these questions through the sociological study of stratification, with an emphasis on social mechanisms and processes.","CC, SS, SW"
Sociology,Arts & Sciences,4 Credits,SOC 171,SOC,171,REL 171,Religion And Society ,"An introduction to the sociology of religion. Covers both classical and contemporary approaches to understanding religion in society. Emphasis on religious beliefs and practices in the U.S., sources and contours of religious change, and effects of religion on individuals and society. Specific topics include religious fundamentalism, conversion, secularization, religious authority, religion in public life, social change, and terrorism, and religious impacts on personal health, educational attainment, and family life.","CC, SS, SW"
Sociology,Arts & Sciences,4 Credits,SOC 186,SOC,186,ASIA 186,Understanding China through Films ,"We will use documentary and feature films to demonstrate how Chinese people experience and interpret social, political, economic and cultural changes. Through sociological interpretation of film, we will focus on education provision, migration, environmental concerns, gender relations, poverty, and changing cultural norms and values. We will explore how these social issues have been intensified with economic reform and how they intersect with major historical hierarchies in China.","CC, SS, SW"
Sociology,Arts & Sciences,1-4 Credits,SOC 191,SOC,191,,Special Topics ,Special topics in sociology.,"CC, SS, SW, W"
Sociology,Arts & Sciences,4 Credits,SOC 221,SOC,221,,Qualitative Methods ,"Provides a survey of methods social scientists use to collect data that is not easily reducible to numbers, such as in-depth interviewing, content analysis, participant-observation, comparative-historical analysis, and ethnography. Offers hands-on, practical experience with these methods as well as model cases of the methods as they are used by experts.","CC, SS, SW"
Sociology,Arts & Sciences,4 Credits,SOC 222,SOC,222,,Introduction to Survey Research ,"Surveys are important tools to provide us information about the world around us, from general populations’ values and attitudes to consumers’ behaviors. This course introduces the basic concepts and skills of survey methods, including questionnaire design, sampling procedure, implementing the survey, and evaluating quality of survey results. Through designing and conducting a survey of Lehigh students on topics of class’ own choosing, students will be critical readers of any survey data, and be able to design and conduct original surveys.","CC, Q, SS, SW"
Sociology,Arts & Sciences,4 Credits,SOC 223,SOC,223,,It's Who You Know: Understanding Social Networks ,"Who knows who? Who knows what? Who is influential? Why are your friends more popular than you are? How do ideas, diseases, fashion trends and innovations spread through groups? Such questions and more can be answered using network analysis. This class will explore key concepts and methods for understanding networks and how they shape social life.","CC, Q, SS, SW"
Sociology,Arts & Sciences,4 Credits,SOC 313,SOC,313,AAS 313,Keep the Change: Social Movements in Society ,"Interested in how social change works? Or how to stop it? This seminar provides an introduction to the origins, dynamics, and consequences of historical and contemporary social movements, beginning with the American Civil Rights Movement. Students will discuss and develop their own ideas on these issues through examination of social movement theory and empirical case studies. They will also explore more general questions about the relationship between human agency, social structure, and historical change. More information is available at https://wordpress.lehigh.edu/zim2/soc313/.","CC, SS, SW"
Sociology,Arts & Sciences,4 Credits,SOC 314,SOC,314,"AAS 314, GS 314, HMS 314","Infections and Inequalities: HIV, TB and Malaria in the Global South ","This course will explore the social, economic, and environmental causes of HIV, TB, and malaria in developing nations, with a particular focus on the characteristics and causes of these diseases in Sub-Saharan Africa. Students will engage theories and perspectives on development, globalization, and social inequality to explain trends in HIV, TB, and malaria and to understand why certain groups are more vulnerable to infection than others. Prerequisite: Junior/senior standing with declared major/minor in SOC, ANTH, SOAN, HMS, GS, or AAS.","CC, SS, SW, W"
Sociology,Arts & Sciences,4 Credits,SOC 317,SOC,317,,Seminar in Globalization and Social Issues ,Advanced seminar that focuses on research and discussion of specialized topics in globalization and social issues. Subjects vary by semester. Junior or senior standing and departmental permission required.,"CC, SS, SW"
Sociology,Arts & Sciences,4 Credits,SOC 319,SOC,319,GS 319,The Political Economy of Globalization ,"Studies the relationship among economic, political and cultural forces in an era of globalization, focusing on how global capitalism, the world market and local economics shape and are shaped by social, cultural, and historical forces. Topics include political and cultural determinants of trade and investment; culture and the global economy; global capitalism, especially studied through the lens of culture; globalization and patterns of economic growth; cross-cultural study of consumerism; and poverty and inequality.","CC, SS, SW, W, WRIT"
Sociology,Arts & Sciences,4 Credits,SOC 322,SOC,322,"GS 322, HMS 322",Global Health Issues ,"Sociological dimensions of health, illness, and healing as they appear in different parts of the world. Focus on patterns of disease and mortality around the world; the relative importance of 'traditional' and 'modern' beliefs and practices with regard to disease and treatment in different societies; the organization of national health care systems in different countries; and the role of international organizations and social movements in promoting health.","CC, SS, SW, W"
Sociology,Arts & Sciences,4 Credits,SOC 324,SOC,324,,Sociology of Children and Childhood ,"This course examines children and childhood from a sociological perspective, with a focus on growing up as a social process. We will explore childhood as a time of socialization, and the role of children as active social agents, paying special attention to the ways in which children and childhood are entwined with other major social institutions. This course analyzes the intersections of children and childhood with fundamental social inequities related to gender, race, and class.","CC, SS, SW, W"
Sociology,Arts & Sciences,4 Credits,SOC 328,SOC,328,GS 328,Global Food Systems ,"Where does our food come from? How does it get to our tables? Why are there famines in some parts of the world and obesity epidemics in other parts of the world? This course will investigate these questions by focusing on food systems – the chains of social action that link food producers to food consumers. We will also explore a range of alternatives to global food systems that emphasize food democracy, security, and sustainability.","CC, SS, SW"
Sociology,Arts & Sciences,4 Credits,SOC 331,SOC,331,"GS 331, WGSS 331",Gendered Experience of Globalization ,"Women and men experience globalization differently and globalization affects women in different cultural and national contexts. Gender stratification has been intensified by the transnational flow of goods and people. provides students with a survey of new development in feminist theories on globalization and on gender stratification and development, and links these theoretical frameworks to empirical research about gender issues that have become more prominent with globalization.","CC, SS, SW, W"
Sociology,Arts & Sciences,4 Credits,SOC 332,SOC,332,POLS 332,The Politics of Inequality ,"Examines the politics of gender, racial, and economic inequality in the U.S. Explores the effects of growing inequality on political representation, and the impact of government policy on perpetuating inequality. Class consciousness, and its effects on political beliefs and behavior, are examined.","CC, SS, SW"
Sociology,Arts & Sciences,4 Credits,SOC 344,SOC,344,WGSS 344,"Bad Girls: Gender, Sexuality, Deviance ","This course focuses on people who perform their gender and/or sexuality in ways that fall outside of the norm. Topics include, but are not limited to: commercial sex workers, dominatrixes, transpeople, stay-at-home dads, and drag queens. We will regularly discuss readings in the context of current events and popular culture.","CC, SS, SW, W"
Sociology,Arts & Sciences,4 Credits,SOC 355,SOC,355,,Sociology Of Education ,"Examines the social organization of education as a social institution and the role of schools in society. Focus is primarily on educational processes in the United States. Topics include: IQ, curriculum, tracking, educational inequality, primary/secondary/higher education, private vs. public, informal education and social capital, effects on and of race/class/gender, schools as agents of socialization, educational policy and school reform.","CC, SS, SW, W"
Sociology,Arts & Sciences,4 Credits,SOC 364,SOC,364,WGSS 364,Sociology of Families ,"Sociological analysis of families in the United States, including investigations of historical and contemporary patterns. Issues addressed include parenting, combining work and family, divorce and remarriage, family policies.","CC, SS, SW, W"
Sociology,Arts & Sciences,4 Credits,SOC 370,SOC,370,"EVST 370, GS 370",Globalization and the Environment ,"This course investigates how globalization has influenced society-nature relationships, as well as how environmental conditions influence the globalization processes, focusing on the rapidly evolving global economic and political systems that characterize global development dynamics and resource use. Particular attention is paid to the role of multi-national corporations, international trade, and finance patterns and agreements. Questions related to consumption, population, global climate change, toxic wastes, and food production/distribution are key themes.","CC, SS, SW, W"
Sociology,Arts & Sciences,4 Credits,SOC 374,SOC,374,,"Social Stratification: Race, Class, Gender ","This course is an introduction to social stratification. Examines social inequality as an organizing principle in complex societies. Explores the intersection of the ""great divides"" of race, class, and gender. Through readings from classical sociological theory to cutting-edge literature we embark on a critical analysis of the causes and consequences of social stratification and social mobility in the United States and in a global context.","CC, SS, SW"
Sociology,Arts & Sciences,4 Credits,SOC 375,SOC,375,REL 375,The Christian Right In America ,"What do we know about the Christian Right? Who are they? What do they believe? Where do they come from? Seminar explores answers to such questions through a focus on the history of the Christian Right as well as its ideologies and beliefs, the people who are a part of it, and its evolving relationship to the American political system.","CC, SS, SW, W"
Sociology,Arts & Sciences,4 Credits,SOC 379,SOC,379,AAS 379,Race and Class in America ,"This course focuses on the ways in which race and class intersect in the social, economic, and political structures of American society. Through sociological literature, fiction, nonfiction, film, and other media we will explore the place of race and class in American society. We will examine how race and class operate on a personal, ""micro"" level, while at the same time operating on a large scale, ""macro"" level.","CC, SS, SW"
Spanish,Arts & Sciences,1-4 Credits,SPAN 091,SPAN,091,,Special Topics ,Materials not covered in regular courses.,"AL, CC, HE, HU, W"
Spanish,Arts & Sciences,0-8 Credits,SPAN 099,SPAN,099,"ARAB 099, ASIA 099, CHIN 099, FREN 099, GERM 099, HEBR 099, JPNS 099, MLL 099, RUSS 099",Language &amp; Culture Abroad I ,"Beginning level of Spanish language, literature, or culture courses taught abroad.","AL, CC, HE, HU, W"
Spanish,Arts & Sciences,4 Credits,SPAN 151,SPAN,151,,Cultural Evolution Of Spain ,The historical and cultural evolution of Spain. Discussion of representative literary works in their cultural and historical contexts.,"AL, CC, HU, W"
Spanish,Arts & Sciences,4 Credits,SPAN 152,SPAN,152,LAS 152,Cultural Evolution of Latin America ,The historical and cultural evolution of Latin America. Discussion of representative literary works in their cultural and historical contexts.,"AL, CC, HU, W"
Spanish,Arts & Sciences,1-4 Credits,SPAN 180,SPAN,180,,Independent Study ,Topics related to Spanish and Hispanic Studies culture or language not covered in regular courses.,"AL, CC, HU, W"
Spanish,Arts & Sciences,1-4 Credits,SPAN 191,SPAN,191,,Special Topics ,Materials not covered in regular courses.,"AL, CC, HE, HU, W"
Spanish,Arts & Sciences,0-8 Credits,SPAN 199,SPAN,199,"ARAB 199, ASIA 199, CHIN 199, FREN 199, GERM 199, HEBR 199, JPNS 199, MLL 199, RUSS 199",Language &amp; Culture Abroad II ,"Intermediate level of Spanish language, literature, or culture courses taught abroad.","AL, CC, HE, HU, W"
Spanish,Arts & Sciences,4 Credits,SPAN 213,SPAN,213,"FILM 213, LAS 213",Introduction to Hispanic Literature and Film ,An introduction to the analysis of Latin American and Spanish cultural productions.,"AL, CC, HU, W"
Spanish,Arts & Sciences,4 Credits,SPAN 243,SPAN,243,LAS 243,Indigenous Cultures in Spanish America ,"A survey of Spanish American narratives that deal with the relationship between indigenous and occidental cultures. While examining works created from the late 19th century up until present day, we analyze the construction of cultural identity in several countries including Bolivia, Ecuador, and Mexico. Analysis will include works of poetry, short story, novel, essay, and film by several influential artists: Clorinda Matto de Turner, Jorge Icaza and José María Arguedas, to name just a few.","AL, CC, HU, W"
Spanish,Arts & Sciences,4 Credits,SPAN 263,SPAN,263,LAS 263,The Spanish American Short Story ,"Comparative study of representative works by major writers such as Quiroga, Borges, and Cortazar, among others.","AL, CC, HU, W"
Spanish,Arts & Sciences,4 Credits,SPAN 265,SPAN,265,"FILM 265, LAS 265",Spanish and Latin American Cinema ,An introduction to cinema in the Spanish-speaking world. Oral discussion and written analysis of selected films. Students view films independently.,"AL, CC, HU, W"
Spanish,Arts & Sciences,4 Credits,SPAN 270,SPAN,270,"HMS 270, LAS 270",Spanish for the Health Professions ,"For prospective medical personnel communicating with Spanish-speaking patients. Healthcare vocabulary, patient-provider interaction, and cultural background of the Latino patient.","AL, CC, HU"
Spanish,Arts & Sciences,1-4 Credits,SPAN 280,SPAN,280,,Independent Study ,Topics related to Spanish and Hispanic Studies culture or language not covered in regular courses.,"AL, CC, HU, W"
Spanish,Arts & Sciences,1-4 Credits,SPAN 291,SPAN,291,,Special Topics ,Materials not covered in regular courses.,"AL, CC, HU, W"
Spanish,Arts & Sciences,0-8 Credits,SPAN 299,SPAN,299,"ARAB 299, ASIA 299, CHIN 299, FREN 299, GERM 299, HEBR 299, MLL 299, RUSS 299",Language &amp; Culture Abroad III ,"Advanced level of Spanish language, literature, or culture courses taught abroad.","AL, CC, HU, W"
Spanish,Arts & Sciences,4 Credits,SPAN 308,SPAN,308,,"Literature, Theater, and Film of Post-War Spain ","While Franco’s dictatorship caste devastation on an already fragile nation, cultural production born from these oppressive years is some of the richest in modern Spanish history. In examining works by Carmen Laforet, Antonio Buero Vallejo, and Carlos Saura, among others, we will explore the ways in which the genres of literature, theater, and film worked to promote or contest ideologies during times of terror and censorship.","AL, CC, HU, W"
Spanish,Arts & Sciences,4 Credits,SPAN 320,SPAN,320,LAS 320,Literature of the Spanish Caribbean ,"Study of representative works with emphasis on Cuba and Puerto Rico. Writers include Barnet, Carpentier, and Rodriguez Juliá.","AL, CC, HU, W"
Spanish,Arts & Sciences,4 Credits,SPAN 324,SPAN,324,,Narratives of Crisis in Spain: 1898 to the Present ,"While the economic crisis in Spain has piqued international awareness, the concept of crisis itself is better understood in the larger frame of Spanish modernization. This course will study poetry, literature, and visual culture that attend to distinct moments of crisis that have shaped and contested the formation of Spain from the end of the nineteenth century to the present.","AL, CC, HU, W"
Spanish,Arts & Sciences,4 Credits,SPAN 325,SPAN,325,LAS 325,Hispanic Literature of The United States ,"Discussion of fiction, poetry, drama, and film from the main groups in the U.S. Hispanic population. Discussion of Hispanic ethnic identity, bilingualism, and minority issues.","AL, CC, HU, W"
Spanish,Arts & Sciences,4 Credits,SPAN 326,SPAN,326,"LAS 326, WGSS 326",Tradition and Resistance: Women Writers of Latin America ,"Study of poetry and narrative works by Latin American women writers. Authors include Rosario Ferré, Rosario Castellanos, Elena Poniatowska, and Cristina Peri Rossi, among others.","AL, CC, HU, W"
Spanish,Arts & Sciences,1-4 Credits,SPAN 379,SPAN,379,,Internship ,"Designed to give advanced qualified students the chance to acquire field experience and training with selected firms and governmental agencies in Spanish-speaking countries or U.S. agencies serving the Hispanic community. Assigned readings, written reports, and employer performance evaluations are required. Students must be registered through an educational institution to receive credit. Consent of instructor required.","CC, HU, W"
Spanish,Arts & Sciences,1-4 Credits,SPAN 380,SPAN,380,,Independent Study ,Topics related to Spanish culture or language not covered in regular courses.,"AL, CC, HU, W"
Spanish,Arts & Sciences,4 Credits,SPAN 386,SPAN,386,LAS 386,Searching for Latin America: Constructing Fictions and Identity ,"Since its inception as an object of conquest, the misprized region known as Latin America has been the home to multiple contested identities. In examining written, filmic, and other visual texts from the pre-Columbian and colonial eras, the nation-building projects of the nineteenth century, the consolidated states of the twentieth century, and up to present day, this class will analyze what it has meant to be “Latin American” over the region’s long history.","AL, CC, HU"
Spanish,Arts & Sciences,4 Credits,SPAN 387,SPAN,387,LAS 387,Melodrama in Contemporary Spanish American Narrative ,"From the earliest works of Latin American narrative onward, melodrama has served as a fundamental tool for the structuring of dramatic conflict. Ranging from the programmatic social novel to the most parodic contemporary works, we will carefully examine the aims of melodramatic narration in works by Roberto Arlt and Mario Vargas Llosa, among others, as well as in various films and telenovelas.","AL, CC, HU, W"
Spanish,Arts & Sciences,4 Credits,SPAN 388,SPAN,388,FILM 388,The (Un)Translatable Spaces of Contemporary Spain ,"This seminar delves into the act of translation both as a nexus of comprehension between languages and cultures but also as a medium of signification of habits and ways of life in times of globalization. Concentrating specifically on contemporary Spain impacted by technological growth and economic stagnation, our seminar will examine works of art, literature, film, and poetry that bring to light the power of translation as well as its limits in the circulation of languages, customs, politics and cultures.","AL, CC, HU, W"
Spanish,Arts & Sciences,1-8 Credits,SPAN 389,SPAN,389,,Honors Project ,An opportunity for students to undertake an honors project with consent of instructor.,"CC, W"
Spanish,Arts & Sciences,1-4 Credits,SPAN 391,SPAN,391,,Special Topics ,Materials not covered in regular courses.,"AL, CC, HU, W"
Spanish,Arts & Sciences,4 Credits,SPAN 392,SPAN,392,LAS 392,The City and the Country in Spanish American Narrative ,"Across the history of the region defined as Latin America, urbanization, on the one hand, and the isolation of national interiors, on the other, have contributed to a problematic relationship between the city and the country. In examining works by the likes of Roberto Arlt, José Donoso, and Mario Bellatin, among others, this course examines the dialogue between the ostensibly separate environs of city and country, and questions they ways in which they influence one another.","AL, CC, HU, W"
Spanish,Arts & Sciences,4 Credits,SPAN 393,SPAN,393,LAS 393,The Boom and Beyond ,"This class will examine works from the so-called Boom of Spanish American literature in the 1960s alongside texts produced following this crucial moment of artistic and social change throughout Latin America. Moving from the Boom toward the postmodern, we will consider works by Gabriel García Márquez, Manuel Puig, and Mario Levrero, among others.","AL, CC, HU, W"
Spanish,Arts & Sciences,0-8 Credits,SPAN 399,SPAN,399,"ARAB 399, CHIN 399, FREN 399, GERM 399, HEBR 399, JPNS 399, MLL 399, RUSS 399",Language &amp; Culture Abroad IV ,"Professional level of Spanish language, literature, or culture courses taught abroad.","AL, CC, HU, W"
Theatre,Arts & Sciences,2 Credits,THTR 035,THTR,35,,Performance ,Performing in a department-approved production.,"AL, CC, HU"
Theatre,Arts & Sciences,4 Credits,THTR 060,THTR,060,ENGL 060,Dramatic Action ,"How plays are put together; how they work and what they accomplish. Examination of how plot, character, aural and visual elements of production combine to form a unified work across genre, styles and periods. Recommended as a foundation for further studies in design, literature, or performance.","CC, HE, HU, W"
Theatre,Arts & Sciences,4 Credits,THTR 065,THTR,065,ENGL 065,Introduction to Playwriting ,"An introduction to writing for the stage, with an emphasis on creating characters, exploring story and structure, experimenting with theatrical language, and working within the context of theatrical history and the wider world. This course combines in-class exercises with seminar-style discussion of the student's work.","AL, CC, HU, W"
Theatre,Arts & Sciences,4 Credits,THTR 087,THTR,087,DES 087,Performance Design ,"Introduction to the process of creating integrated designs in theatre production. The study and practice of the principles of visual representation, historical and conceptual research and the study of theatrical styles.","AL, CC, HU"
Theatre,Arts & Sciences,4 Credits,THTR 089,THTR,089,DES 089,Introduction to Fashion Design ,"An introduction to conceptual garment design. Research, devise, and develop collections of apparel and accessories. Basic elements of design, fashion theory, design processes, and rendering techniques.","AL, CC, HU"
Theatre,Arts & Sciences,1-4 Credits,THTR 091,THTR,091,,Special Topics ,Intensive study of a topic of special interest not covered in other courses.,"AL, CC, HE, HU, Q, W"
Theatre,Arts & Sciences,4 Credits,THTR 126,THTR,126,"ARCH 126, ART 126",History of Interior Design and Decor ,"Survey of architectural interiors and décor examining public and domestic spaces and their contents in terms of period and style. Exploration of major art and design movements through the lens of interior spaces and objects within the context of
culture and society.","CC, HE, HU"
Theatre,Arts & Sciences,4 Credits,THTR 127,THTR,127,ENGL 127,History of Theatre I ,A multi-cultural survey of dramatic literature and theatrical practice from its ritual origins to the 18th century.,"CC, HE, HU"
Theatre,Arts & Sciences,4 Credits,THTR 128,THTR,128,ENGL 128,History of Theatre II ,A multi-cultural survey of dramatic literature theatre and theatrical practice from the 18th century to the present day.,"CC, HE, HU, W"
Theatre,Arts & Sciences,4 Credits,THTR 129,THTR,129,"DES 129, WGSS 129",History of Fashion and Style ,"Global trends in dress and culture from pre-history to today. The evolution of silhouette, garment forms and technology. The relationship of fashion to politics, art and behavior. Cultural and environmental influences on human adornment.","CC, HE, HU"
Theatre,Arts & Sciences,4 Credits,THTR 132,THTR,132,AAS 132,Hip Hop Theatre ,"Introduction to the creation and performance of Hip Hop theatre. Exploration of the history and culture of Hip Hop through original written material, live performance, music, film, video and web based content. Public performances. Must audition. Consent of instructor required.","AL, CC, HU"
Theatre,Arts & Sciences,4 Credits,THTR 135,THTR,135,,Playwriting II ,For students interested in continuing and deepening their writing for the stage. Instructor approval required.,"AL, CC, HU, W"
Theatre,Arts & Sciences,4 Credits,THTR 140,THTR,140,AAS 140,African American Theatre ,"Studies in African American theatre: literary, and practical and historical.","CC, HE, HU"
Theatre,Arts & Sciences,4 Credits,THTR 144,THTR,144,,Directing ,"Introduction to the theatrical director’s art. Research, rehearsal techniques, scene work. Acting experience as determined by the department or consent of chair.","AL, CC, HU"
Theatre,Arts & Sciences,4 Credits,THTR 147,THTR,147,,Acting Modern Realism ,"Characterization and scene study in modern realistic drama e.g. Ibsen, Chekov, O’Neill, Hellman, Miller and Williams.","AL, CC, HU"
Theatre,Arts & Sciences,4 Credits,THTR 148,THTR,148,,Acting Contemporary Drama ,Characterization and scene study in modern contemporary drama.,"AL, CC, HU"
Theatre,Arts & Sciences,4 Credits,THTR 152,THTR,152,,Stage Make-up ,Theatrical make-up techniques for the actor and designer.,"AL, CC, HU"
Theatre,Arts & Sciences,1-4 Credits,THTR 175,THTR,175,,Special Projects ,Theatrical topics of current or special interest.,"AL, CC, HU"
Theatre,Arts & Sciences,4 Credits,THTR 182,THTR,182,"ART 182, DES 182",Immersive Design: 3D World Building and Digital Interaction ,"This course explores immersive media design through creating interactive 3D environments that integrate art, technology, and storytelling. Students engage with contexts like Game Design, Virtual Reality, and Music Videos, focusing on user experience and 3D interfaces. Utilizing platforms like Unity/Unreal, students experiment with Cinema 4D, Blender, creative coding, Meta Quests for VR, and 3D scanning. Projects draw inspiration from interdisciplinary sources, including game design workflows, theatrical worldbuilding, site-specific art, critical cartography, Land Art, and contemporary design practices.","AL, CC, HU, Q"
Theatre,Arts & Sciences,1-4 Credits,THTR 185,THTR,185,,Production Seminar ,"Practicum in various approaches to theatre production, e.g. performance ensemble. Must audition, or consent of the chairperson required.","AL, CC, HU"
Theatre,Arts & Sciences,4 Credits,THTR 186,THTR,186,DES 186,Lighting Design ,"An introduction to the art and practice of lighting design for the theatre. Script analysis, research, and the interplay of lighting technology and design. Students will develop a sense of the dramatic while creating a portfolio of lighting designs.","AL, CC, HU"
Theatre,Arts & Sciences,4 Credits,THTR 188,THTR,188,DES 188,Scenic Design ,"An introduction to the art and practice of scenic design for the theatre. Script analysis, research, drafting and modeling techniques. Students will develop a sense of the dramatic while creating a portfolio of scenic designs.","AL, CC, HU"
Theatre,Arts & Sciences,4 Credits,THTR 189,THTR,189,DES 189,Costume Design ,"An introduction to the art and practice of costume design for the theatre. Script analysis, research, and rendering techniques. Students will develop a sense of the dramatic while creating a portfolio of costume designs.","AL, CC, HU"
Theatre,Arts & Sciences,1-4 Credits,THTR 191,THTR,191,,Special Topics ,Intensive study of a topic of special interest not covered in other courses.,"AL, CC, HE, HU, Q, W"
Theatre,Arts & Sciences,4 Credits,THTR 236,THTR,236,,Acting Presentational Styles ,Elements of characterization and scene study in presentational dramatic literature from classical through post-modern periods. Must have completed 100-level acting course.,"AL, CC, HU"
